gene,ensembl_base,gene_length,gene_type
RP11-750B16.1,ENSG00000262902,625,processed_pseudogene
AC091154.1,ENSG00000276078,89,miRNA
RP11-146P2.1,ENSG00000263252,708,processed_pseudogene
CTD-2535P7.1,ENSG00000262271,1699,processed_pseudogene
CTD-2535P7.2,ENSG00000262518,1166,processed_pseudogene
AC090079.1,ENSG00000221534,91,miRNA
RP11-312B18.1,ENSG00000262384,482,processed_pseudogene
RPS2P48,ENSG00000233380,882,processed_pseudogene
KIF2B,ENSG00000141200,2313,protein_coding
RP11-618P13.1,ENSG00000263189,2389,processed_pseudogene
ISCA1P3,ENSG00000261965,373,processed_pseudogene
RP11-372K20.1,ENSG00000263199,495,processed_pseudogene
ARL2BPP8,ENSG00000263125,485,processed_pseudogene
RN7SKP14,ENSG00000251809,329,misc_RNA
TOM1L1,ENSG00000141198,62570,protein_coding
COX11,ENSG00000166260,16884,protein_coding
RP11-257O5.2,ENSG00000279059,1667,TEC
RP11-257O5.4,ENSG00000275710,206,antisense
STXBP4,ENSG00000166263,204906,protein_coding
HLF,ENSG00000108924,60054,protein_coding
RP11-515O17.2,ENSG00000263096,2150,antisense
RP11-515O17.3,ENSG00000262079,2035,lincRNA
MMD,ENSG00000108960,29380,protein_coding
RP11-515E23.2,ENSG00000262395,4405,lincRNA
RP11-515E23.1,ENSG00000261873,42873,lincRNA
CTD-2033D24.2,ENSG00000236319,34614,transcribed_processed_pseudogene
GARSP1,ENSG00000262135,719,processed_pseudogene
RNU6-1249P,ENSG00000200107,111,snRNA
TMEM100,ENSG00000166292,12495,protein_coding
PCTP,ENSG00000141179,91852,protein_coding
RP11-763E3.1,ENSG00000262052,30263,lincRNA
AC011073.1,ENSG00000264277,100,miRNA
ANKFN1,ENSG00000153930,400702,protein_coding
AC006925.1,ENSG00000274924,91,miRNA
RP11-502F1.2,ENSG00000261882,153,processed_pseudogene
RP11-502F1.1,ENSG00000279606,2506,TEC
RPL39P33,ENSG00000243058,156,processed_pseudogene
NOG,ENSG00000183691,1892,protein_coding
C17ORF67,ENSG00000214226,46861,protein_coding
DGKE,ENSG00000153933,35469,protein_coding
RNU6-1158P,ENSG00000212469,107,snRNA
RP11-670E13.3,ENSG00000262408,181,processed_pseudogene
TRIM25,ENSG00000121060,26130,protein_coding
RP11-670E13.5,ENSG00000262112,2962,antisense
MIR3614,ENSG00000265238,86,miRNA
RP11-670E13.6,ENSG00000274213,348,lincRNA
COIL,ENSG00000121058,22868,protein_coding
RP5-1107A17.3,ENSG00000262298,1344,antisense
RP5-1107A17.2,ENSG00000262623,741,processed_pseudogene
SCPEP1,ENSG00000121064,28664,protein_coding
RP5-1107A17.4,ENSG00000263120,2356,sense_intronic
RNF126P1,ENSG00000261192,1320,transcribed_processed_pseudogene
RP11-166P13.3,ENSG00000263004,6727,lincRNA
AKAP1,ENSG00000121057,36258,protein_coding
RP11-166P13.4,ENSG00000263089,4281,antisense
MSI2,ENSG00000153944,428835,protein_coding
RP11-426D19.1,ENSG00000279555,2098,TEC
RP11-226M10.3,ENSG00000279281,2074,TEC
AC015883.1,ENSG00000278285,91,miRNA
RP11-118E18.2,ENSG00000266100,1350,antisense
RP11-118E18.1,ENSG00000280028,587,TEC
RP11-118E18.4,ENSG00000263499,7557,antisense
RN7SL449P,ENSG00000242889,286,misc_RNA
RNU7-134P,ENSG00000238447,64,snRNA
CCDC182,ENSG00000166329,832,protein_coding
RP11-60A24.3,ENSG00000265542,62804,lincRNA
RN7SKP94,ENSG00000222976,284,misc_RNA
MRPS23,ENSG00000181610,15276,protein_coding
CUEDC1,ENSG00000180891,94081,protein_coding
RP11-343K8.3,ENSG00000264914,10249,antisense
RP11-159D12.11,ENSG00000278642,179,lincRNA
VEZF1,ENSG00000136451,16713,protein_coding
RP11-159D12.3,ENSG00000280233,581,TEC
RP11-159D12.5,ENSG00000266086,16216,protein_coding
RP11-159D12.2,ENSG00000264112,5812,lincRNA
SRSF1,ENSG00000136450,3987,protein_coding
RP11-159D12.6,ENSG00000279069,1514,TEC
RP11-159D12.10,ENSG00000266290,6314,lincRNA
DYNLL2,ENSG00000264364,12122,protein_coding
RP11-159D12.8,ENSG00000279207,5808,TEC
OR4D1,ENSG00000141194,1024,protein_coding
MSX2P1,ENSG00000229590,773,processed_pseudogene
OR4D2,ENSG00000255713,924,protein_coding
EPX,ENSG00000121053,12438,protein_coding
RP11-506H21.5,ENSG00000278627,652,antisense
MKS1,ENSG00000011143,14169,protein_coding
LPO,ENSG00000167419,49971,protein_coding
MPO,ENSG00000005381,11080,protein_coding
BZRAP1,ENSG00000005379,27533,protein_coding
BZRAP1-AS1,ENSG00000265148,90317,antisense
RP5-1171I10.5,ENSG00000265206,1625,antisense
MIR142,ENSG00000273667,111,miRNA
MIR4736,ENSG00000264399,47,miRNA
SUPT4H1,ENSG00000213246,7919,protein_coding
RNF43,ENSG00000108375,65096,protein_coding
HSF5,ENSG00000176160,68218,protein_coding
AC023992.1,ENSG00000266051,91,miRNA
SETP3,ENSG00000266648,813,processed_pseudogene
MTMR4,ENSG00000108389,28377,protein_coding
SEPT4-AS1,ENSG00000264672,37141,antisense
SEPT4,ENSG00000108387,20569,protein_coding
C17ORF47,ENSG00000181013,2782,protein_coding
TEX14,ENSG00000121101,135378,protein_coding
U3,ENSG00000212195,196,snoRNA
CTD-2200P10.1,ENSG00000266826,1020,processed_pseudogene
RNU1-108P,ENSG00000199426,161,snRNA
CTD-2200P10.3,ENSG00000266561,177,processed_pseudogene
RNU1-52P,ENSG00000206917,164,snRNA
RNU1-85P,ENSG00000200997,164,snRNA
RAD51C,ENSG00000108384,43039,protein_coding
RP11-579A4.1,ENSG00000274198,286,lincRNA
PPM1E,ENSG00000175175,229308,protein_coding
METAZOA_SRP,ENSG00000276601,286,misc_RNA
RNU6-518P,ENSG00000251865,96,snRNA
RP11-579O24.1,ENSG00000241462,1917,processed_pseudogene
METAZOA_SRP,ENSG00000275680,329,misc_RNA
RP11-579O24.3,ENSG00000263938,776,sense_intronic
TRIM37,ENSG00000108395,124284,protein_coding
AC100832.1,ENSG00000216168,87,miRNA
RN7SL716P,ENSG00000263558,268,misc_RNA
AC099850.1,ENSG00000224738,11670,antisense
SKA2,ENSG00000182628,45319,protein_coding
RNU2-58P,ENSG00000252212,183,snRNA
MIR454,ENSG00000211514,115,miRNA
MIR301A,ENSG00000207996,86,miRNA
PRR11,ENSG00000068489,49207,protein_coding
SPDYE22P,ENSG00000266537,6805,unprocessed_pseudogene
CTD-2510F5.6,ENSG00000265303,17661,protein_coding
CTD-2510F5.4,ENSG00000265415,1153,antisense
SMG8,ENSG00000167447,5848,protein_coding
GDPD1,ENSG00000153982,55501,protein_coding
Y_RNA,ENSG00000207235,99,misc_RNA
SNRPGP17,ENSG00000271063,214,processed_pseudogene
YPEL2,ENSG00000175155,70041,protein_coding
RP11-567L7.3,ENSG00000278863,614,TEC
MIR4729,ENSG00000263857,72,miRNA
RP11-567L7.5,ENSG00000266002,2816,antisense
LINC01476,ENSG00000265313,96078,lincRNA
RNU4-13P,ENSG00000200889,141,snRNA
DHX40,ENSG00000108406,42821,protein_coding
RP11-758H9.2,ENSG00000273702,1162,lincRNA
CLTC,ENSG00000141367,77268,protein_coding
PTRH2,ENSG00000141378,32991,protein_coding
VMP1,ENSG00000062716,135064,protein_coding
RP11-619I22.1,ENSG00000267637,223,sense_intronic
MIR21,ENSG00000199004,72,miRNA
RNU6-450P,ENSG00000201524,107,snRNA
TUBD1,ENSG00000108423,33464,protein_coding
NDUFB8P2,ENSG00000270264,538,processed_pseudogene
RPS6KB1,ENSG00000108443,57519,protein_coding
RP5-1073F15.1,ENSG00000241913,170,processed_pseudogene
RP11-178C3.1,ENSG00000267318,32194,protein_coding
RNFT1,ENSG00000189050,12522,protein_coding
TBC1D3P1-DHX40P1,ENSG00000267104,56613,lincRNA
RP11-178C3.2,ENSG00000267302,32141,lincRNA
DHX40P1,ENSG00000266992,26376,unprocessed_pseudogene
TBC1D3P1,ENSG00000238283,9062,unprocessed_pseudogene
RP11-178C3.7,ENSG00000275860,1365,unprocessed_pseudogene
RP11-178C3.8,ENSG00000274378,4888,unprocessed_pseudogene
AC005702.1,ENSG00000263422,82,miRNA
AC005702.4,ENSG00000266701,82,miRNA
AC005702.3,ENSG00000265638,79,miRNA
AC005702.2,ENSG00000263820,78,miRNA
MIR4737,ENSG00000264049,81,miRNA
HEATR6,ENSG00000068097,35738,protein_coding
RP11-178C3.6,ENSG00000267526,1779,processed_pseudogene
CTD-2319I12.2,ENSG00000267416,9387,lincRNA
WFDC21P,ENSG00000261040,8320,processed_transcript
AC025048.1,ENSG00000280852,480,protein_coding
CTD-2319I12.3,ENSG00000267295,6895,unprocessed_pseudogene
CTD-2319I12.9,ENSG00000277532,1365,unprocessed_pseudogene
CTD-2319I12.4,ENSG00000267248,9110,processed_transcript
CTD-2319I12.5,ENSG00000267095,4320,lincRNA
CA4,ENSG00000167434,20964,protein_coding
FAM106DP,ENSG00000266960,501,unprocessed_pseudogene
METAZOA_SRP,ENSG00000281662,247,misc_RNA
USP32,ENSG00000170832,243377,protein_coding
SCARNA20,ENSG00000252577,131,scaRNA
RP11-3K24.1,ENSG00000241157,360,processed_pseudogene
RP11-3K24.3,ENSG00000275562,1692,unprocessed_pseudogene
AC104763.1,ENSG00000280588,139,miRNA
RP11-3K24.2,ENSG00000271626,382,processed_pseudogene
C17ORF64,ENSG00000141371,38993,protein_coding
RPL12P38,ENSG00000213228,2319,transcribed_processed_pseudogene
APPBP2,ENSG00000062725,83071,protein_coding
RP11-15E18.5,ENSG00000270553,361,processed_pseudogene
RP11-15E18.1,ENSG00000259349,24506,antisense
RP11-15E18.3,ENSG00000267678,152,processed_pseudogene
RP11-15E18.4,ENSG00000267772,22077,lincRNA
RP11-15E18.2,ENSG00000266943,932,processed_pseudogene
PPM1D,ENSG00000170836,66098,protein_coding
AC110602.1,ENSG00000281267,1317,protein_coding
RNU6-623P,ENSG00000200013,105,snRNA
BCAS3,ENSG00000141376,715386,protein_coding
RN7SL606P,ENSG00000239932,293,misc_RNA
AC111155.1,ENSG00000224011,318,processed_pseudogene
Y_RNA,ENSG00000252534,107,misc_RNA
KRT18P61,ENSG00000267083,1298,processed_pseudogene
AC079005.1,ENSG00000211515,96,miRNA
HMGN1P28,ENSG00000254114,364,processed_pseudogene
RN7SL448P,ENSG00000264322,295,misc_RNA
RP11-264B14.1,ENSG00000267207,35487,antisense
RP11-264B14.2,ENSG00000267449,501,antisense
RPL23AP74,ENSG00000227694,471,processed_pseudogene
RP11-136H19.1,ENSG00000267667,5261,antisense
RP11-332H18.7,ENSG00000273982,393,antisense
RP11-332H18.5,ENSG00000267131,38576,antisense
RP11-332H18.3,ENSG00000266934,1896,sense_intronic
TBX2-AS1,ENSG00000267280,18100,antisense
TBX2,ENSG00000121068,9571,protein_coding
C17ORF82,ENSG00000187013,1530,lincRNA
TBX4,ENSG00000121075,32707,protein_coding
RP11-15K2.2,ENSG00000267137,3161,antisense
AC005901.1,ENSG00000278751,118,miRNA
NACA2,ENSG00000253506,777,protein_coding
BRIP1,ENSG00000136492,182256,protein_coding
INTS2,ENSG00000108506,62650,protein_coding
Y_RNA,ENSG00000202361,99,misc_RNA
MED13,ENSG00000108510,122678,protein_coding
RP11-342K2.1,ENSG00000279133,3819,TEC
RN7SL800P,ENSG00000242398,280,misc_RNA
AC018628.1,ENSG00000221302,81,miRNA
Y_RNA,ENSG00000200842,113,misc_RNA
Y_RNA,ENSG00000207123,102,misc_RNA
POLRMTP1,ENSG00000266066,3668,processed_pseudogene
RP11-51L5.3,ENSG00000266365,15684,unprocessed_pseudogene
RP11-51L5.4,ENSG00000266647,1303,unprocessed_pseudogene
TBC1D3P2,ENSG00000188755,10951,transcribed_unprocessed_pseudogene
RP11-51L5.7,ENSG00000270033,10429,protein_coding
RP11-51L5.5,ENSG00000263887,14640,transcribed_unprocessed_pseudogene
RP11-51L5.1,ENSG00000242123,306,processed_pseudogene
EFCAB3,ENSG00000172421,46259,protein_coding
RP11-51L5.2,ENSG00000239809,348,processed_pseudogene
RNU7-52P,ENSG00000251981,63,snRNA
RPS23P7,ENSG00000239527,746,processed_pseudogene
METTL2A,ENSG00000087995,26956,protein_coding
TLK2,ENSG00000146872,156824,protein_coding
RP11-464D20.2,ENSG00000239246,447,processed_pseudogene
RP11-464D20.6,ENSG00000264546,2396,sense_intronic
CTD-3035K23.6,ENSG00000277463,423,lincRNA
CTD-3035K23.7,ENSG00000274565,1154,antisense
MRC2,ENSG00000011028,66197,protein_coding
Y_RNA,ENSG00000207382,105,misc_RNA
CTD-3035K23.3,ENSG00000279713,1952,TEC
RNU6-446P,ENSG00000199697,106,snRNA
RP11-156L14.1,ENSG00000265702,38679,antisense
MARCH10,ENSG00000173838,107031,protein_coding
RP11-453A12.1,ENSG00000265000,27872,lincRNA
SLMO2P3,ENSG00000264907,545,processed_pseudogene
RP11-180P8.1,ENSG00000263931,31409,lincRNA
MIR633,ENSG00000207552,98,miRNA
TRMT112P3,ENSG00000265262,358,transcribed_processed_pseudogene
RP11-180P8.3,ENSG00000266411,1733,lincRNA
RP11-180P8.4,ENSG00000270324,348,processed_pseudogene
RP11-180P8.5,ENSG00000272164,481,processed_pseudogene
TANC2,ENSG00000170921,418144,protein_coding
RP11-556O9.4,ENSG00000272383,1036,processed_pseudogene
RP11-556O9.2,ENSG00000264513,13929,antisense
RP11-556O9.3,ENSG00000264529,652,transcribed_processed_pseudogene
AC037445.1,ENSG00000233635,145124,antisense
AC015923.2,ENSG00000281576,137,miRNA
RP11-269G24.2,ENSG00000263501,8260,antisense
RP11-269G24.8,ENSG00000271919,556,transcribed_processed_pseudogene
AC005828.1,ENSG00000278282,85,miRNA
AC015923.1,ENSG00000226797,33082,antisense
RP11-269G24.3,ENSG00000263644,39899,antisense
RP11-269G24.7,ENSG00000271749,232,unprocessed_pseudogene
RP11-269G24.4,ENSG00000265282,1744,lincRNA
CYB561,ENSG00000008283,14075,protein_coding
RP11-269G24.6,ENSG00000265971,825,lincRNA
CTD-2501B8.5,ENSG00000228979,490,processed_pseudogene
ACE,ENSG00000159640,21320,protein_coding
CTD-2501B8.1,ENSG00000264813,37032,protein_coding
ACE3P,ENSG00000224353,12751,transcribed_unprocessed_pseudogene
KCNH6,ENSG00000173826,25644,protein_coding
DCAF7,ENSG00000136485,43806,protein_coding
RNU6-288P,ENSG00000200560,104,snRNA
TACO1,ENSG00000136463,7494,protein_coding
RP11-51F16.9,ENSG00000270587,413,processed_pseudogene
MAP3K3,ENSG00000198909,73889,protein_coding
EEF1DP7,ENSG00000263883,513,transcribed_processed_pseudogene
LIMD2,ENSG00000136490,5271,protein_coding
RP11-51F16.1,ENSG00000279369,1824,TEC
STRADA,ENSG00000266173,39139,protein_coding
RP11-51F16.8,ENSG00000125695,49253,protein_coding
CCDC47,ENSG00000108588,31102,protein_coding
DDX42,ENSG00000198231,45715,protein_coding
FTSJ3,ENSG00000108592,10580,protein_coding
PSMC5,ENSG00000087191,4875,protein_coding
SMARCD2,ENSG00000108604,10985,protein_coding
TCAM1P,ENSG00000240280,15088,unitary_pseudogene
CSH2,ENSG00000213218,9852,protein_coding
GH2,ENSG00000136487,1721,protein_coding
RP11-630H24.3,ENSG00000259533,201,unprocessed_pseudogene
CSH1,ENSG00000136488,1753,protein_coding
RP11-630H24.4,ENSG00000259333,237,unprocessed_pseudogene
CSHL1,ENSG00000204414,9242,protein_coding
GH1,ENSG00000259384,1639,protein_coding
CD79B,ENSG00000007312,3615,protein_coding
SCN4A,ENSG00000007314,34365,protein_coding
CTC-264K15.6,ENSG00000263489,16503,lincRNA
RP11-214C8.2,ENSG00000264954,3829,lincRNA
PRR29,ENSG00000224383,5954,protein_coding
ICAM2,ENSG00000108622,18041,protein_coding
ERN1,ENSG00000178607,91678,protein_coding
SNHG25,ENSG00000266402,507,lincRNA
SNORD104,ENSG00000199753,70,snoRNA
SNORA50,ENSG00000281311,135,snoRNA
SNORA76C,ENSG00000277887,133,snoRNA
TEX2,ENSG00000136478,116075,protein_coding
RPL31P57,ENSG00000256358,375,processed_pseudogene
PECAM1,ENSG00000261371,94362,protein_coding
Y_RNA,ENSG00000239823,106,misc_RNA
MIR1273E,ENSG00000265031,102,miRNA
MILR1,ENSG00000271605,19607,protein_coding
AC234063.1,ENSG00000266804,98,miRNA
POLG2,ENSG00000256525,19252,protein_coding
AC138744.2,ENSG00000256826,267,processed_pseudogene
DDX5,ENSG00000108654,8584,protein_coding
MIR3064,ENSG00000265695,67,miRNA
MIR5047,ENSG00000266241,100,miRNA
CEP95,ENSG00000258890,35874,protein_coding
SMURF2,ENSG00000108854,119774,protein_coding
RP11-87N3.6,ENSG00000271779,253,processed_pseudogene
AC132812.1,ENSG00000274483,101,miRNA
MINOS1P2,ENSG00000270714,229,processed_pseudogene
RP13-104F24.2,ENSG00000215769,32045,processed_transcript
RP13-104F24.1,ENSG00000266820,8686,transcribed_unprocessed_pseudogene
RP13-104F24.3,ENSG00000265298,892,unprocessed_pseudogene
RP11-927P21.5,ENSG00000263647,799,unprocessed_pseudogene
RP11-927P21.4,ENSG00000265982,96,unprocessed_pseudogene
PLEKHM1P,ENSG00000214176,57896,transcribed_unprocessed_pseudogene
MIR6080,ENSG00000278581,66,miRNA
RNU7-115P,ENSG00000252242,55,snRNA
RP11-927P21.7,ENSG00000272400,343,unprocessed_pseudogene
LRRC37A3,ENSG00000176809,65169,protein_coding
RN7SL404P,ENSG00000264840,281,misc_RNA
RP11-927P21.8,ENSG00000272134,91,processed_pseudogene
RP11-927P21.9,ENSG00000272220,118,transcribed_processed_pseudogene
RP11-927P21.1,ENSG00000265218,17452,antisense
RP11-927P21.2,ENSG00000266644,951,antisense
RP11-927P21.12,ENSG00000271974,136,transcribed_processed_pseudogene
RP11-583F2.1,ENSG00000264057,6570,transcribed_unprocessed_pseudogene
RP11-927P21.6,ENSG00000266155,3745,unprocessed_pseudogene
RP11-583F2.7,ENSG00000280299,13576,processed_transcript
RP11-927P21.11,ENSG00000272346,112,transcribed_unprocessed_pseudogene
RP11-583F2.2,ENSG00000265912,7793,lincRNA
RP11-583F2.6,ENSG00000272006,112,processed_pseudogene
SLC16A6P1,ENSG00000232457,2864,transcribed_unprocessed_pseudogene
AMZ2P1,ENSG00000214174,9027,transcribed_unprocessed_pseudogene
GNA13,ENSG00000120063,46125,protein_coding
RP11-583F2.5,ENSG00000266598,1400,antisense
RP11-160O5.1,ENSG00000263470,10247,lincRNA
RGS9,ENSG00000108370,90273,protein_coding
RP11-169I9.2,ENSG00000265883,164,processed_pseudogene
CRAT40,ENSG00000263520,868,lincRNA
AXIN2,ENSG00000168646,33085,protein_coding
CTD-2535L24.2,ENSG00000266076,102932,protein_coding
CEP112,ENSG00000154240,556547,protein_coding
GS1-531I17.3,ENSG00000271587,310,processed_pseudogene
GS1-531I17.2,ENSG00000270870,482,processed_pseudogene
PSMD7P1,ENSG00000266707,546,processed_pseudogene
APOH,ENSG00000091583,44493,protein_coding
RNA5SP444,ENSG00000252653,106,rRNA
PRKCA,ENSG00000154229,508108,protein_coding
RN7SL735P,ENSG00000244044,292,misc_RNA
PRKCA-AS1,ENSG00000264630,18786,antisense
RNU6-928P,ENSG00000252685,104,snRNA
RNA5SP445,ENSG00000251698,115,rRNA
AC006947.1,ENSG00000229330,1033,sense_intronic
MIR634,ENSG00000207943,97,miRNA
CACNG5,ENSG00000075429,50370,protein_coding
RNA5SP446,ENSG00000251764,82,rRNA
CACNG4,ENSG00000075461,68489,protein_coding
RP11-349A8.3,ENSG00000264491,1810,antisense
RP11-74H8.1,ENSG00000265664,882,antisense
CACNG1,ENSG00000108878,12208,protein_coding
HELZ,ENSG00000198265,175552,protein_coding
RP11-401F2.4,ENSG00000264421,1239,antisense
RPL36AP48,ENSG00000213180,314,processed_pseudogene
RP11-401F2.3,ENSG00000266473,970,antisense
RNA5SP447,ENSG00000200619,119,rRNA
SNORA8,ENSG00000207410,139,snoRNA
RP11-401F2.2,ENSG00000264093,234,processed_pseudogene
PSMD12,ENSG00000197170,28712,protein_coding
PITPNC1,ENSG00000154217,319981,protein_coding
Y_RNA,ENSG00000201547,108,misc_RNA
RN7SL756P,ENSG00000244610,268,misc_RNA
MIR548AA2,ENSG00000207688,97,miRNA
CTD-2653B5.1,ENSG00000264754,942,sense_intronic
RP11-360N9.2,ENSG00000279917,2546,TEC
RP11-360N9.3,ENSG00000279361,1200,TEC
NOL11,ENSG00000130935,26699,protein_coding
AC006534.3,ENSG00000277123,76,miRNA
SNORA38B,ENSG00000200394,131,snoRNA
RP11-557B23.3,ENSG00000266858,2734,unprocessed_pseudogene
RPL17P41,ENSG00000213179,541,processed_pseudogene
AC006534.1,ENSG00000222548,73,miRNA
BPTF,ENSG00000171634,158855,protein_coding
AC006534.2,ENSG00000265086,70,miRNA
RP11-855A2.3,ENSG00000266717,862,antisense
RP11-855A2.1,ENSG00000279573,1978,TEC
RP11-855A2.2,ENSG00000279880,2139,TEC
RN7SL622P,ENSG00000265052,275,misc_RNA
C17ORF58,ENSG00000186665,2549,protein_coding
RP11-855A2.5,ENSG00000266176,2552,lincRNA
KPNA2,ENSG00000182481,11324,protein_coding
FBXO36P1,ENSG00000266117,690,processed_pseudogene
AC145343.2,ENSG00000265055,5429,lincRNA
AC145343.1,ENSG00000278219,102,miRNA
LINC00674,ENSG00000237854,13611,transcribed_unprocessed_pseudogene
LRRC37A16P,ENSG00000267023,26692,transcribed_unprocessed_pseudogene
RP11-147L13.11,ENSG00000278730,2921,lincRNA
RP11-147L13.12,ENSG00000274561,446,lincRNA
RP11-147L13.13,ENSG00000277476,2735,lincRNA
SH3GL1P3,ENSG00000267352,930,processed_pseudogene
RP11-147L13.7,ENSG00000267708,6268,unprocessed_pseudogene
RP11-147L13.14,ENSG00000278740,619,lincRNA
RP11-147L13.8,ENSG00000267731,2919,lincRNA
LOC440461,ENSG00000267472,676,processed_pseudogene
RP11-147L13.15,ENSG00000274712,2005,lincRNA
RP11-147L13.2,ENSG00000265100,1310,antisense
AMZ2,ENSG00000196704,9591,protein_coding
ARSG,ENSG00000141337,163550,protein_coding
SLC16A6,ENSG00000108932,24242,protein_coding
RP11-120M18.2,ENSG00000267009,111327,processed_transcript
WIPI1,ENSG00000070540,36566,protein_coding
MIR635,ENSG00000207561,98,miRNA
PRKAR1A,ENSG00000108946,39540,protein_coding
FAM20A,ENSG00000108950,66277,protein_coding
RP11-120M18.5,ENSG00000267461,25062,lincRNA
LINC01482,ENSG00000267659,172087,lincRNA
AC011591.1,ENSG00000263690,87,miRNA
RP11-118B18.2,ENSG00000267250,4274,lincRNA
ABCA8,ENSG00000141338,88101,protein_coding
ABCA9-AS1,ENSG00000231749,98254,antisense
ABCA9,ENSG00000154258,86577,protein_coding
ABCA6,ENSG00000154262,63187,protein_coding
LOC100421166,ENSG00000267361,1211,processed_pseudogene
MIR4524B,ENSG00000265331,115,miRNA
ABCA10,ENSG00000154263,97633,protein_coding
PRO1804,ENSG00000278873,2050,TEC
ABCA5,ENSG00000154265,82934,protein_coding
SNRPGP4,ENSG00000267203,229,processed_pseudogene
SNORA40,ENSG00000252352,86,snoRNA
MAP2K6,ENSG00000108984,128634,protein_coding
CTD-3022L24.1,ENSG00000278972,2450,TEC
RP1-193H18.3,ENSG00000267653,24617,lincRNA
RP1-193H18.2,ENSG00000267194,2504,lincRNA
LINC01483,ENSG00000227517,325750,lincRNA
RP1-200G19.1,ENSG00000267184,181,processed_pseudogene
AC002539.2,ENSG00000252100,87,miRNA
LINC01497,ENSG00000237560,21832,lincRNA
Y_RNA,ENSG00000199801,109,misc_RNA
AC002539.1,ENSG00000230258,111536,antisense
LINC01028,ENSG00000267603,16819,lincRNA
KCNJ16,ENSG00000153822,82180,protein_coding
KCNJ2-AS1,ENSG00000267365,2442,antisense
KCNJ2,ENSG00000123700,11376,protein_coding
CALM2P1,ENSG00000267170,438,processed_pseudogene
CTD-2378E21.1,ENSG00000267109,56086,lincRNA
RP11-1058G23.1,ENSG00000267471,349,processed_pseudogene
RP11-238F2.1,ENSG00000271239,627,lincRNA
RP11-1003J3.1,ENSG00000271101,1591,processed_pseudogene
CASC17,ENSG00000260785,104403,lincRNA
RNU7-155P,ENSG00000238759,63,snRNA
AC118653.2,ENSG00000225818,942,lincRNA
MYL6P5,ENSG00000228118,459,processed_pseudogene
AC005152.3,ENSG00000228639,12242,lincRNA
LINC01152,ENSG00000256124,11007,lincRNA
SOX9-AS1,ENSG00000234899,203097,processed_transcript
AC007461.2,ENSG00000226101,21149,lincRNA
SOX9,ENSG00000125398,5401,protein_coding
LINC00511,ENSG00000227036,317350,lincRNA
RP11-1124B17.1,ENSG00000264026,12197,lincRNA
RP11-57A1.1,ENSG00000263680,2914,lincRNA
RPL32P33,ENSG00000243514,394,processed_pseudogene
